time,REWS_WindField,REWS_WindField_shifted,REWS,REWS_f,REWS_b
0.0,16.987313,16.962794,17.15562105383595,17.15562105383595,17.15562105383595
0.01,16.989478000000002,16.96374624,17.15562105383595,17.15562105383595,17.15562105383595
0.02,16.991643,16.96469848,17.15562105383595,17.15562105383595,17.15562105383595
0.03,16.993808,16.96565072,17.15562105383595,17.15562105383595,17.15562105383595
0.04,16.995973,16.96660296,17.15562105383595,17.15562105383595,17.15562105383595
0.05,16.998138,16.9675552,17.15562105383595,17.15562105383595,17.15562105383595
0.06,17.000303,16.96850744,17.15562105383595,17.15562105383595,17.15562105383595
0.07,17.002468,16.96945968,17.15562105383595,17.15562105383595,17.15562105383595
0.08,17.004633,16.97041192,17.15562105383595,17.15562105383595,17.15562105383595
0.09,17.006798,16.97136416,17.15562105383595,17.15562105383595,17.15562105383595
0.1,17.008963,16.9723164,17.15562105383595,17.15562105383595,17.15562105383595
0.11,17.011128,16.97326864,17.155621053835954,17.155621053835954,17.155621053835954
0.12,17.013293,16.97422088,17.155621053835954,17.155621053835954,17.155621053835954
0.13,17.015458,16.975173119999997,17.155621053835954,17.155621053835954,17.155621053835954
0.14,17.017623,16.976125359999997,17.155621053835954,17.155621053835954,17.155621053835954
0.15,17.019788,16.977077599999998,17.155621053835954,17.155621053835954,17.155621053835954
0.16,17.021953,16.978029839999998,17.155621053835958,17.155621053835958,17.155621053835958
0.17,17.024118,16.978982079999998,17.155621053835958,17.155621053835958,17.155621053835958
0.18,17.026283,16.979934319999998,17.155621053835958,17.155621053835958,17.155621053835958
0.19,17.028448,16.98088656,17.155621053835958,17.155621053835958,17.155621053835958
0.2,17.030613,16.9818388,17.155621053835958,17.155621053835958,17.155621053835958
0.21,17.032778,16.98279104,17.155621053835958,17.155621053835958,17.155621053835958
0.22,17.034943,16.98374328,17.155621053835958,17.155621053835958,17.155621053835958
0.23,17.037108,16.98469552,17.155621053835958,17.155621053835958,17.155621053835958
0.24,17.039272999999998,16.98564776,17.155621053835958,17.155621053835958,17.155621053835958
0.25,17.041438,16.9866,17.164183420341203,17.164183420341203,17.164183420341203
0.26,17.04140148,16.98751904,17.163644913077,17.163644913077,17.163644913077
0.27,17.04136496,16.988438079999998,17.163107644409717,17.163107644409717,17.163107644409717
0.28,17.04132844,16.989357119999998,17.162571611351485,17.162571611351485,17.162571611351485
0.29,17.04129192,16.99027616,17.16203681092192,17.16203681092192,17.16203681092192
0.3,17.0412554,16.9911952,17.161503240148093,17.161503240148093,17.161503240148093
0.31,17.04121888,16.99211424,17.160970896064512,17.160970896064512,17.160970896064512
0.32,17.04118236,16.99303328,17.160439775713108,17.160439775713108,17.160439775713108
0.33,17.04114584,16.99395232,17.159909876143203,17.159909876143203,17.159909876143203
0.34,17.04110932,16.994871359999998,17.159381194411502,17.159381194411502,17.159381194411502
0.35000000000000003,17.0410728,16.9957904,17.158853727582084,17.158853727582084,17.158853727582084
0.36,17.04103628,16.99670944,17.158327472726356,17.158327472726356,17.158327472726356
0.37,17.04099976,16.99762848,17.15780242692306,17.15780242692306,17.15780242692306
0.38,17.04096324,16.99854752,17.157278587258233,17.157278587258233,17.157278587258233
0.39,17.040926719999998,16.99946656,17.1567559508252,17.1567559508252,17.1567559508252
0.4,17.0408902,17.000385599999998,17.156234514724567,17.156234514724567,17.156234514724567
0.41000000000000003,17.040853679999998,17.00130464,17.155714276064174,17.155714276064174,17.155714276064174
0.42,17.04081716,17.00222368,17.155195231959098,17.155195231959098,17.155195231959098
0.43,17.040780639999998,17.00314272,17.154677379531627,17.154677379531627,17.154677379531627
0.44,17.04074412,17.00406176,17.154160715911242,17.154160715911242,17.154160715911242
0.45,17.040707599999998,17.0049808,17.153645238234603,17.153645238234603,17.153645238234603
0.46,17.04067108,17.005899839999998,17.153130943645515,17.153130943645515,17.153130943645515
0.47000000000000003,17.040634559999997,17.00681888,17.15261782929494,17.15261782929494,17.15261782929494
0.48,17.04059804,17.00773792,17.15210589234094,17.15210589234094,17.15210589234094
0.49,17.040561519999997,17.00865696,17.151595129948696,17.151595129948696,17.151595129948696
0.5,17.040525,17.009576,17.160008831450494,17.160008831450494,17.160008831450494
0.51,17.0429356,17.00814856,17.159500409705586,17.159500409705586,17.159500409705586
0.52,17.045346199999997,17.006721119999998,17.158993154060376,17.158993154060376,17.158993154060376
0.53,17.0477568,17.005293679999998,17.158487061708264,17.158487061708264,17.158487061708264
0.54,17.0501674,17.00386624,17.157982129849657,17.157982129849657,17.157982129849657
0.55,17.052578,17.0024388,17.157478355691957,17.157478355691957,17.157478355691957
0.56,17.054988599999998,17.00101136,17.15697573644954,17.15697573644954,17.15697573644954
0.5700000000000001,17.0573992,16.99958392,17.15647426934374,17.15647426934374,17.15647426934374
0.58,17.0598098,16.99815648,17.15597395160283,17.15597395160283,17.15597395160283
0.59,17.062220399999998,16.996729039999998,17.155474780462004,17.155474780462004,17.155474780462004
0.6,17.064631,16.9953016,17.154976753163364,17.154976753163364,17.154976753163364
0.61,17.0670416,16.99387416,17.154479866955892,17.154479866955892,17.154479866955892
0.62,17.0694522,16.99244672,17.15398411909544,17.15398411909544,17.15398411909544
0.63,17.071862799999998,16.99101928,17.153489506844714,17.153489506844714,17.153489506844714
0.64,17.0742734,16.98959184,17.152996027473254,17.152996027473254,17.152996027473254
0.65,17.076684,16.9881644,17.152503678257407,17.152503678257407,17.152503678257407
0.66,17.0790946,16.98673696,17.15201245648033,17.15201245648033,17.15201245648033
0.67,17.0815052,16.98530952,17.151522359431944,17.151522359431944,17.151522359431944
0.68,17.0839158,16.98388208,17.151033384408954,17.151033384408954,17.151033384408954
0.6900000000000001,17.0863264,16.98245464,17.1505455287148,17.1505455287148,17.1505455287148
0.7000000000000001,17.088737,16.9810272,17.150058789659653,17.150058789659653,17.150058789659653
0.71,17.0911476,16.97959976,17.149573164560387,17.149573164560387,17.149573164560387
0.72,17.0935582,16.978172320000002,17.149088650740588,17.149088650740588,17.149088650740588
0.73,17.0959688,16.976744880000002,17.1486052455305,17.1486052455305,17.1486052455305
0.74,17.0983794,16.97531744,17.148122946267044,17.148122946267044,17.148122946267044
0.75,17.10079,16.97389,17.147187221594862,17.147187221594862,17.147187221594862
0.76,17.10152468,16.97444484,17.14763205584834,17.14763205584834,17.14763205584834
0.77,17.10225936,16.97499968,17.148075844432725,17.148075844432725,17.148075844432725
0.78,17.10299404,16.97555452,17.148518589914005,17.148518589914005,17.148518589914005
0.79,17.10372872,16.97610936,17.148960294851676,17.148960294851676,17.148960294851676
0.8,17.1044634,16.976664200000002,17.149400961798758,17.149400961798758,17.149400961798758
0.81,17.10519808,16.97721904,17.149840593301796,17.149840593301796,17.149840593301796
0.8200000000000001,17.10593276,16.97777388,17.15027919190088,17.15027919190088,17.15027919190088
0.8300000000000001,17.10666744,16.97832872,17.150716760129676,17.150716760129676,17.150716760129676
0.84,17.10740212,16.97888356,17.151153300515432,17.151153300515432,17.151153300515432
0.85,17.1081368,16.9794384,17.151588815578986,17.151588815578986,17.151588815578986
0.86,17.10887148,16.97999324,17.152023307834803,17.152023307834803,17.152023307834803
0.87,17.109606160000002,16.98054808,17.15245677979097,17.15245677979097,17.15245677979097
0.88,17.11034084,16.98110292,17.15288923394924,17.15288923394924,17.15288923394924
0.89,17.11107552,16.98165776,17.153320672805002,17.153320672805002,17.153320672805002
0.9,17.1118102,16.9822126,17.153751098847366,17.153751098847366,17.153751098847366
0.91,17.11254488,16.98276744,17.1541805145591,17.1541805145591,17.1541805145591
0.92,17.113279560000002,16.98332228,17.154608922416724,17.154608922416724,17.154608922416724
0.93,17.11401424,16.98387712,17.15503632489046,17.15503632489046,17.15503632489046
0.9400000000000001,17.11474892,16.98443196,17.15546272444429,17.15546272444429,17.15546272444429
0.9500000000000001,17.1154836,16.984986799999998,17.15588812353596,17.15588812353596,17.15588812353596
0.96,17.116218280000002,16.98554164,17.156312524616986,17.156312524616986,17.156312524616986
0.97,17.116952960000003,16.98609648,17.156735930132694,17.156735930132694,17.156735930132694
0.98,17.11768764,16.98665132,17.15715834252221,17.15715834252221,17.15715834252221
0.99,17.11842232,16.98720616,17.15757976421849,17.15757976421849,17.15757976421849
1.0,17.119157,16.987761,17.15796130567121,17.15796130567121,17.15796130567121
1.01,17.11876612,16.99009212,17.158217008208133,17.158217008208133,17.158217008208133
1.02,17.118375240000002,16.99242324,17.158472038397356,17.158472038397356,17.158472038397356
1.03,17.11798436,16.994754359999998,17.158726398023546,17.158726398023546,17.158726398023546
1.04,17.11759348,16.99708548,17.158980088866603,17.158980088866603,17.158980088866603
1.05,17.117202600000002,16.9994166,17.159233112701685,17.159233112701685,17.159233112701685
1.06,17.11681172,17.00174772,17.159485471299195,17.159485471299195,17.159485471299195
1.07,17.11642084,17.00407884,17.159737166424826,17.159737166424826,17.159737166424826
1.08,17.116029960000002,17.00640996,17.15998819983954,17.15998819983954,17.15998819983954
1.09,17.11563908,17.00874108,17.1602385732996,17.1602385732996,17.1602385732996
1.1,17.1152482,17.0110722,17.160488288556593,17.160488288556593,17.160488288556593
1.11,17.114857320000002,17.01340332,17.16073734735742,17.16073734735742,17.16073734735742
1.12,17.11446644,17.01573444,17.160985751444308,17.160985751444308,17.160985751444308
1.1300000000000001,17.11407556,17.01806556,17.161233502554843,17.161233502554843,17.161233502554843
1.1400000000000001,17.11368468,17.02039668,17.161480602421978,17.161480602421978,17.161480602421978
1.1500000000000001,17.1132938,17.0227278,17.161727052774022,17.161727052774022,17.161727052774022
1.16,17.11290292,17.02505892,17.16197285533468,17.16197285533468,17.16197285533468
1.17,17.11251204,17.02739004,17.162218011823065,17.162218011823065,17.162218011823065
1.18,17.11212116,17.02972116,17.162462523953668,17.162462523953668,17.162462523953668
1.19,17.11173028,17.03205228,17.162706393436437,17.162706393436437,17.162706393436437
1.2,17.1113394,17.0343834,17.162949621976736,17.162949621976736,17.162949621976736
1.21,17.11094852,17.03671452,17.16319221127538,17.16319221127538,17.16319221127538
1.22,17.11055764,17.03904564,17.163434163028647,17.163434163028647,17.163434163028647
1.23,17.11016676,17.04137676,17.163675478928276,17.163675478928276,17.163675478928276
1.24,17.10977588,17.04370788,17.163916160661508,17.163916160661508,17.163916160661508
1.25,17.109385,17.046039,17.173545202750176,17.173545202750176,17.173545202750176
1.26,17.10777804,17.04722264,17.173667787406877,17.173667787406877,17.173667787406877
1.27,17.10617108,17.048406280000002,17.173790020648696,17.173790020648696,17.173790020648696
1.28,17.10456412,17.04958992,17.173911903457594,17.173911903457594,17.173911903457594
1.29,17.10295716,17.05077356,17.17403343681284,17.17403343681284,17.17403343681284
1.3,17.1013502,17.0519572,17.174154621691006,17.174154621691006,17.174154621691006
1.31,17.09974324,17.05314084,17.17427545906596,17.17427545906596,17.17427545906596
1.32,17.09813628,17.054324480000002,17.174395949908906,17.174395949908906,17.174395949908906
1.33,17.09652932,17.05550812,17.174516095188352,17.174516095188352,17.174516095188352
1.34,17.094922359999998,17.05669176,17.17463589587016,17.17463589587016,17.17463589587016
1.35,17.093315399999998,17.0578754,17.174755352917522,17.174755352917522,17.174755352917522
1.36,17.091708439999998,17.05905904,17.17487446729097,17.17487446729097,17.17487446729097
1.37,17.090101479999998,17.06024268,17.174993239948403,17.174993239948403,17.174993239948403
1.3800000000000001,17.08849452,17.06142632,17.175111671845073,17.175111671845073,17.175111671845073
1.3900000000000001,17.08688756,17.06260996,17.175229763933594,17.175229763933594,17.175229763933594
1.4000000000000001,17.0852806,17.0637936,17.175347517163978,17.175347517163978,17.175347517163978
1.41,17.08367364,17.06497724,17.175464932483592,17.175464932483592,17.175464932483592
1.42,17.08206668,17.06616088,17.175528810696278,17.175528810696278,17.175528810696278
1.43,17.08045972,17.06734452,17.17553925903819,17.17553925903819,17.17553925903819
1.44,17.07885276,17.06852816,17.175549584671444,17.175549584671444,17.175549584671444
1.45,17.0772458,17.0697118,17.175559788108703,17.175559788108703,17.175559788108703
1.46,17.07563884,17.07089544,17.175569869860887,17.175569869860887,17.175569869860887
1.47,17.07403188,17.07207908,17.175579830437194,17.175579830437194,17.175579830437194
1.48,17.07242492,17.07326272,17.17558967034509,17.17558967034509,17.17558967034509
1.49,17.07081796,17.07444636,17.17559939009033,17.17559939009033,17.17559939009033
1.5,17.069211,17.07563,17.18923056617275,17.18923056617275,17.18923056617275
1.51,17.067676159999998,17.07413768,17.189333158322313,17.189333158322313,17.189333158322313
1.52,17.06614132,17.07264536,17.189435477158455,17.189435477158455,17.189435477158455
1.53,17.06460648,17.07115304,17.189537523438176,17.189537523438176,17.189537523438176
1.54,17.06307164,17.06966072,17.18963929791638,17.18963929791638,17.18963929791638
1.55,17.0615368,17.0681684,17.189740801345827,17.189740801345827,17.189740801345827
1.56,17.06000196,17.06667608,17.189842034477174,17.189842034477174,17.189842034477174
1.57,17.05846712,17.06518376,17.189942998058967,17.189942998058967,17.189942998058967
1.58,17.05693228,17.06369144,17.190043692837648,17.190043692837648,17.190043692837648
1.59,17.05539744,17.06219912,17.190144119557583,17.190144119557583,17.190144119557583
1.6,17.0538626,17.060706800000002,17.190244278961018,17.190244278961018,17.190244278961018
1.61,17.05232776,17.05921448,17.19034417178814,17.19034417178814,17.19034417178814
1.62,17.05079292,17.05772216,17.190443798777043,17.190443798777043,17.190443798777043
1.6300000000000001,17.04925808,17.05622984,17.190543160663758,17.190543160663758,17.190543160663758
1.6400000000000001,17.04772324,17.05473752,17.190642258182244,17.190642258182244,17.190642258182244
1.6500000000000001,17.046188400000002,17.0532452,17.1907410920644,17.1907410920644,17.1907410920644
1.6600000000000001,17.04465356,17.051752880000002,17.190839663040073,17.190839663040073,17.190839663040073
1.67,17.04311872,17.05026056,17.19093797183706,17.19093797183706,17.19093797183706
1.68,17.04158388,17.04876824,17.19103601918112,17.19103601918112,17.19103601918112
1.69,17.04004904,17.04727592,17.19113380579596,17.19113380579596,17.19113380579596
1.7,17.0385142,17.0457836,17.19123133240327,17.19123133240327,17.19123133240327
1.71,17.03697936,17.04429128,17.191328599722713,17.191328599722713,17.191328599722713
1.72,17.035444520000002,17.042798960000002,17.191425608471917,17.191425608471917,17.191425608471917
1.73,17.03390968,17.041306640000002,17.191522359366516,17.191522359366516,17.191522359366516
1.74,17.032374840000003,17.03981432,17.19161885312012,17.19161885312012,17.19161885312012
1.75,17.03084,17.038322,17.191317502486164,17.191317502486164,17.191317502486164
1.76,17.028118160000002,17.03892136,17.191542218468598,17.191542218468598,17.191542218468598
1.77,17.025396320000002,17.039520720000002,17.19176627978529,17.19176627978529,17.19176627978529
1.78,17.022674480000003,17.04012008,17.191989688306116,17.191989688306116,17.191989688306116
